redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,globalmass,globalmass_err,globalrestframe_gz,globalrestframe_gz_err,d_dlr,localmass,localmass_err,localrestframe_gz,localrestframe_gz_err,redshift_HD
0.04300356,1.53e-05,z_gal,58180.79310314277,0.0016014642095119,-0.9197138720161496,0.1167742863001551,0.7928146646736423,0.0001142435996801,0.1560320744892846,0.0533930779873539,-7.036349367636687e-05,-0.0934733328766068,0.0330704668375208,6.395195789175806e-06,-5.703470003307346e-06,-0.0043072846294271,0.0143206303576575,3.1,0.0,0.972852425242892,240.454248,47.390727,snia-cosmo,norm,1.0,1.0,2018zs,100.0,240.45247842766707,47.388022909652776,11.028,0.1624315240339756,1.36469653,0.019209372712,0.8672187460413915,8.794,0.11,1.32069653,0.032202484376,0.04413112671853048
0.05718284,2.111e-05,z_gal,58242.68518283112,0.0012896890439203,-1.3721035436773823,-0.0575317254502633,0.0914017922259518,4.074394964170163e-05,0.0937339993044843,0.0296727786180353,1.276668704662323e-07,0.000801878606113,-0.0003889528170426,-5.974330113173428e-07,-9.892450654918302e-07,-0.000232411757301,0.0292556430713111,3.1,0.0,0.9573062011652238,266.986078,34.932642,snia-cosmo,norm,1.0,1.0,2018bcz,100.0,266.986006797673,34.93271932830423,9.1,0.1080786750473931,0.47169653,0.026076809621,0.1048138714813445,8.81,0.048,0.86669653,0.034058772732,0.05717615516036845
0.02567349,1.115e-05,z_gal,58623.006813025706,0.0034549808694207,-1.1514214135286545,0.3401875763138625,0.1077530751681479,0.0001481439874687,0.1550192372581527,0.0354794761642854,3.77829183839478e-06,-0.0073125132028957,-0.0007215126054289,-1.1946485125602305e-05,-4.714861434289016e-06,0.0019964311480399,0.0613822886661532,3.1,0.0,0.0006175282023477,263.526711,25.344095,snia-cosmo,norm,1.0,1.0,2019gcc,100.0,263.526819932681,25.3439703431618,11.069,0.1720465053408525,1.39969653,0.017691806013,0.0446549894174323,10.739,0.06,1.35169653,0.018439088915,0.0255796741733767
0.05162126,1.545e-05,z_gal,58244.392092668335,0.0014354810710727,-1.5499715624490762,-0.0974180166884805,0.1392763679104973,5.127494989355652e-05,0.123737716320518,0.0343347552817762,9.83271626040462e-07,0.0008746150488919,-0.0011021783314502,-1.5007752062466468e-06,-1.4046152017261963e-06,-7.552253045463055e-05,0.0158763275518913,3.1,0.0,0.9334541663876764,217.252198,17.325131,snia-cosmo,norm,1.0,1.0,2018bfd,100.0,217.2467970197358,17.32056527251976,11.251,0.1656019323558756,1.29569653,0.017691806013,1.8725931110051337,6.991,0.531,1.20269653,0.566095398321,0.051941584485983405
0.02983007,1.097e-05,z_gal,58636.56445397208,0.0004565351093486,1.160252848329491,0.7339740375574045,0.1543407432181993,1.5321293405049684e-05,0.145090175138855,0.0294053903659112,-1.795724375221636e-07,-0.0013796799984658,0.000167007462968,-3.5411857991072585e-08,-3.994313602817913e-07,-0.0001592151217038,0.0156481047945708,3.1,0.0,0.9096677003453228,215.321789,35.508844,snia-cosmo,99aa,1.0,1.0,2019fyi,100.0,215.3224707102314,35.50939535033654,9.882,0.1069766329625306,0.92369653,0.020615528128,0.3795127493702664,9.466,0.04,0.98769653,0.018439088915,0.03131352860455161
0.05382606,1.799e-05,z_gal,58245.601678906816,0.0009290443222565,-1.0778126519369846,0.1519526156045499,0.1852622739243088,3.452681427446394e-05,0.1064109285736006,0.0329617486923787,3.7464723680624843e-07,-0.0048854576453207,-0.0008704838539955,-9.123508610853092e-07,-9.36230901364206e-07,-7.652161467250247e-05,0.0339936736889996,3.1,0.0,0.0021381370824773,224.76911,19.587287,snia-cosmo,norm,1.0,1.0,2018bhp,100.0,224.7672399545258,19.58726971429715,10.801,0.1044030650891055,1.12569653,0.019209372712,0.5958746156693103,8.976,0.052,1.15669653,0.030232432916,0.05473099918175728
0.01417361,2.75e-05,z_gal,,,,,,,,,,,,,,,0.005877782708446,3.1,0.0,0.6345874266008616,204.054345,38.355023,snia-cosmo,norm,1.0,1.0,2019fck,100.0,204.05419355926944,38.3549874847193,7.874,0.1049952379872535,0.94169653,0.036069377594,0.1946204558903333,8.363,0.029,0.97669653,0.024207436874,0.014877132073030097
0.05940777,0.00010721,z_gal,59023.50397702596,0.0010335113120171,-1.6893732765356584,0.0270734508817479,0.0778485096452641,3.210150525874314e-05,0.1172479482109208,0.0285908445783141,2.2269963480818148e-08,0.0009543289768764,0.0001884076919918,-2.442766349772001e-07,-7.942002989511354e-07,6.500163295338481e-05,0.1022161341810794,3.1,0.0,0.8796925358868746,270.75543,20.631021,snia-cosmo,norm,1.0,1.0,2020mnu,100.0,270.75528371,20.63128264,11.007,0.1038460398859773,1.31369653,0.016970562748,0.1317938939975656,10.265,0.096,1.40169653,0.018439088915,0.059203066630505896
0.05637736,1.621e-05,z_gal,58964.34717634896,0.0008349782821446,-2.408883764870119,-0.0419054141189688,0.1139023640680534,2.6599389943144107e-05,0.115042609530835,0.029608288121623,-2.583888544064069e-07,-0.0001122692002597,-4.659172337574811e-05,-2.938751151224012e-07,-6.557952963405621e-07,-6.839603510282339e-05,0.0217103828176175,3.1,0.0,1.4926246955764006e-05,226.264963,28.815426,snia-cosmo,norm/99aa,1.0,1.0,2020hll,100.0,226.26485936877265,28.815462972940207,10.261,0.1256025477448606,1.27469653,0.018439088915,0.0798240212251188,9.91,0.056,1.29669653,0.017691806013,0.056417617835366585
0.0342206,1.015e-05,z_gal,58262.28271176719,0.0044920250595882,0.7121596640964842,0.0232757493934436,0.1243079073574335,0.0001502317932432,0.1072448023081581,0.0282439703761787,3.279317973292648e-07,-0.0052282995442758,-0.0001882138645128,-4.112109897040307e-06,-3.648762073784104e-06,0.000233265608028,0.0355142935874032,3.1,0.0,0.0337891765374444,222.409459,25.370136,snia-cosmo,norm,1.0,1.0,2018bgz,100.0,222.39927020034696,25.381310995457355,10.808,0.1016070863670443,1.06469653,0.019209372712,2.8598681472289065,7.957,0.242,2.22669653,1.068656165471,0.035334534447730936
0.0483158,1.393e-05,z_gal,58259.26613876197,0.0015232139873357,-1.962195851872896,-0.0451113238612761,0.079259834219556,5.018377010567658e-05,0.072459557583571,0.029049131891778,2.662159270702988e-07,-0.0003562676648787,-0.000230580809688,-6.998595903797694e-07,-1.270532950227751e-06,0.0002141533362588,0.0093589566149218,3.1,0.0,0.9903406130238466,173.260486,62.743977,snia-cosmo,norm/04gs,1.0,1.0,2018bio,100.0,173.26155147064188,62.74652303510749,10.723,0.1616446720433432,1.32169653,0.018439088915,0.93332317220068,9.017,0.136,1.38569653,0.033941125497,0.049546510437188385
0.0232897,1.001e-05,z_gal,58231.895838311575,0.0067236555472873,0.333029273186637,-0.0211983250644347,0.1876644825533731,0.0002593075567296,0.3012694198860907,0.0373809187654089,-9.38053974662842e-06,0.0081123064369747,0.0020989619894045,-1.8302057244752912e-05,-8.066402092051968e-06,0.0001283673073926,0.0553427240031858,3.1,0.0,0.9963471683066856,109.482989,40.985537,snia-cosmo,norm,1.0,1.0,2018azu,100.0,109.48788981032708,40.98307370611754,9.828,0.1332066064427737,1.00369653,0.019849433241,1.878000387588329,7.404,0.109,0.81369653,0.125099960032,0.024737449326107663
0.01813979,1.021e-05,z_gal,58265.829243124535,0.0082665950610777,0.7140550143961916,0.1515136699885232,0.0681976219420903,0.0002551967614394,0.0453753216965681,0.0274343468575671,5.68406805682248e-07,-0.0015081014534476,-8.245379836831387e-05,1.7655726487284225e-06,-6.122503990057571e-06,-0.0003212949027675,0.0257046008018204,3.1,0.0,0.8013185013612302,261.413198,59.446786,snia-cosmo,norm,1.0,1.0,2018big,99.54128440366972,261.4095682227662,59.44672901744719,9.012,0.1023914058893616,0.53169653,0.020615528128,0.4396379361271916,8.511,0.024,0.65469653,0.022671568098,0.018296797553833732
0.05510336,1.114e-05,z_gal,58263.41770497856,0.0015431059341982,0.3169313209715985,-0.0867682698969185,0.0357548954707453,4.502060343683967e-05,0.0353771358101691,0.0260332662489938,2.105221215101055e-07,-0.0003860558014067,-0.0001343854320025,2.1501437860089853e-07,-1.0179805889254251e-06,-0.0002148654734933,0.0481746089368936,3.1,0.0,0.058743995125442,276.107921,44.130445,snia-cosmo,norm,1.0,1.0,2018btk,99.80988593155894,276.10567740087424,44.1305374934252,9.726,0.1017889974407843,0.56169653,0.019104973175,1.908433045459726,8.212,0.048,0.43669653,0.09915644205,0.05502509824782664
0.0380507,1.012e-05,z_gal,58347.54384172348,0.0019459343073347,-2.013348077937162,-0.0051490342709194,0.0937031099238083,5.965149971836128e-05,0.0480686072117547,0.0277347150355404,-2.948226635054791e-07,-0.0013875642059878,-0.0001809906676408,2.0356979379184865e-07,-1.4280745915688042e-06,-0.0001326737780769,0.0141133787825965,3.1,0.0,0.9741121925819882,243.640791,36.943455,snia-cosmo,norm/04gs,1.0,1.0,2018euz,100.0,243.6402208515554,36.943774054776654,10.128,0.1062826420446913,1.00069653,0.019104973175,0.2742796625396517,9.369,0.048,0.96369653,0.021931712199,0.039599192300816544
0.02973522,2.31e-05,z_gal,58256.99131318969,0.0003188332920774,-0.9495859449037912,0.4752481966703566,0.2451994518414721,1.7902071121253288e-05,0.4020128748762767,0.0487753119997778,2.030572395158796e-09,0.0480508431706357,-0.0011572684987929,-2.5812625249896773e-06,-7.501855195044464e-07,0.0025382704953028,0.0266947467628514,3.1,0.0,0.2867950068384207,163.166338,19.945831,snia,,1.0,1.0,2018bss,100.0,163.16939388518762,19.944830975799803,9.245,0.1035808862676893,0.74369653,0.023021728866,1.4494181233466874,8.075,0.009,0.55569653,0.080062475605,0.031050997840948558
0.02763214,1.012e-05,z_gal,59089.332811052125,0.0025711151019185,0.1858108163162982,0.2440970040729647,0.1150378726961207,8.467515643478156e-05,0.0782324627130893,0.0303868648577169,2.794419837506661e-07,-0.0038205185452088,-0.0001925023912096,-3.618461400758624e-07,-2.227727765761405e-06,-0.0001632562299955,0.0355946028196404,3.1,0.0,0.8873454683949449,273.004455,51.724581,snia-cosmo,norm,1.0,1.0,2020rgz,100.0,273.00600143329007,51.724793730169225,9.759,0.1062826420446913,0.73369653,0.019104973175,0.3671697553372958,9.135,0.06,0.88969653,0.019104973175,0.027652120227101618
0.03391415,1.397e-05,z_gal,58266.11375089269,0.0033919635849725,-1.824638692179837,-0.0667180229827759,0.0961287724348949,0.0001143356362082,0.1109014085842013,0.0305574491185314,-1.136058833472194e-06,-0.0008205566911202,0.0003923856960112,-2.3539586710580323e-06,-2.9961001541799097e-06,0.0002065878606544,0.015826338486903,3.1,0.0,0.0905583026664804,173.61612,46.36262,snia-cosmo,norm,1.0,1.0,2018btb,100.0,173.61871682830855,46.360580544852034,10.518,0.1232233744059949,1.23069653,0.019849433241,0.7381446343627439,8.798,0.028,1.15969653,0.105118980208,0.03565019885989118
0.03628967,2.384e-05,z_gal,58267.213226115215,0.0035269774897451,0.7499603850399585,-0.0316014446867732,0.0612066060602956,0.0001058455187259,0.0568244658116317,0.0267202784170594,4.525235954305846e-07,-0.0002156187335141,-0.0001316393503592,1.7249691031201428e-08,-2.442813105651883e-06,-0.0001687782029615,0.0082886718243097,3.1,0.0,0.4121241947962803,214.312884,59.276376,snia-cosmo,91t,1.0,1.0,2018bpd,100.0,214.31541984037088,59.27766795669314,9.009,0.1019803902718557,0.74569653,0.027459060435,1.0996867128151366,8.066,0.037,0.67169653,0.058821764679,0.03707119616972521
0.03821112,1.012e-05,z_gal,58260.94123041927,0.0034885141241974,-0.1102728050389887,-0.0742017274177364,0.1659877141064498,0.0001111840731164,0.0858738951608362,0.0312199206533705,-1.2057536643093883e-06,-0.006653764982402,-0.0001935809623032,-1.613727628784477e-07,-2.8819373536143527e-06,-0.0001721576767358,0.0524145469468381,3.1,0.0,0.8358090260599885,291.911558,61.947225,snia-cosmo,norm/99aa,1.0,1.0,2018bsr,100.0,291.91153064954966,61.9472315315887,10.19,0.1118033988749895,1.07769653,0.017029386366,0.0091742108622349,9.604,0.016,1.05169653,0.017804493815,0.03795180648026575
0.05830778,1.361e-05,z_gal,58262.14971894157,0.0008119069548425,-0.4516111915006673,0.176517235810996,0.112559836863511,2.750655859016604e-05,0.1300670984907107,0.0290397534289762,2.292390992064397e-07,-0.0059185506430523,-0.0002223646234401,-1.1877823513924968e-06,-6.9480583101147e-07,0.0008039687464716,0.0170216338401728,3.1,0.0,1.511983678236855e-07,213.343771,22.578373,snia-cosmo,norm,1.0,1.0,2018chd,100.0,213.34351644977363,22.57810823304732,9.843,0.1066255128944288,0.84869653,0.020615528128,0.3186986597702708,9.144,0.025,0.90569653,0.026076809621,0.05922572872445442
0.04977343,1.274e-05,z_gal,58269.83050983822,0.0017709860265973,-0.1536881554630495,-0.043164604167119,0.3600967556230898,6.993380467574541e-05,0.1486096047858634,0.0314529726882076,-1.062938139900937e-05,-0.025729101511715,0.002379148712902,-5.159966006750307e-07,-1.848015118525145e-06,-2.020360325907126e-05,0.0512839219752684,3.1,0.0,0.796733108208622,239.671057,21.120444,snia-cosmo,norm,1.0,1.0,2018bwb,100.0,239.66967705426765,21.11751791897567,9.363,0.1062826420446913,0.79769653,0.027658633372,2.400115834109724,7.024,0.204,0.17469653,0.359555280868,0.051092322042686655
0.05862162,1.52e-05,z_gal,58259.79509932926,0.0013549908140942,1.182215696364046,0.0343275431958741,0.3646232965547824,4.9147206478017446e-05,0.2747749348308291,0.0320396097809861,2.301924705366729e-06,-0.0737783652184275,-0.0007574312871807,-4.550069323072429e-06,-1.2909450169920766e-06,0.0011764255653967,0.031429841941588,3.1,0.0,0.2812880246284293,224.369225,5.842293,snia-cosmo,norm,1.0,1.0,2018bsn,100.0,224.3674185037329,5.843906090443857,10.74,0.1338693392827498,1.20769653,0.017691806013,1.42885393922889,8.537,0.097,1.19069653,0.132136293273,0.05986714739964105
0.05646276,2.912e-05,z_gal,58260.35255689653,0.0013640641244696,1.97990289609211,-0.013176165377749,0.3216668245950131,5.0559826752573454e-05,0.2785495653927897,0.0331215721984373,1.6198550802322448e-06,-0.0526127813087057,8.236231466590844e-05,-4.568945529343125e-06,-1.3399008309237463e-06,0.00023764388738,0.0621651611975842,3.1,0.0,0.9221433705188374,248.928206,4.82595,snia-cosmo,norm,1.0,1.0,2018bsq,100.0,248.9290074291011,4.825907586835218,8.645,0.1104943437466371,0.72569653,0.061911226769,1.1620588806581262,7.631,0.254,0.74569653,0.205761998435,0.056743130692707755
