redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,globalmass,globalmass_err,globalrestframe_gz,globalrestframe_gz_err,d_dlr,localmass,localmass_err,localrestframe_gz,localrestframe_gz_err,redshift_HD,mB,mB_err,model_lumdist,model_mu,model_MB,residuals
0.03924997,1.22e-05,z_gal,58319.47321328869,0.0027194329937222,-0.4196542472743084,0.0302421897361068,0.0470076939891441,8.258032006568019e-05,0.044083102608363,0.0270688262792116,4.804356910158665e-07,-0.0002128897611974,-0.0001774215237021,-5.5329482432753024e-08,-1.9413812350727804e-06,-0.0001036381232154,0.0713934620039178,3.1,0.0,0.986642431066872,268.210642,21.382596,snia-cosmo,norm,1.0,1.0,2018dje,100.0,268.21135498832047,21.38208152812583,10.081,0.130598621738516,1.29269653,0.018439088915,0.4474741906590985,8.924,0.07,1.26269653,0.020518284529,0.039016926134167,16.91380409411248,0.03298041119565376,172.08239033171375,36.17868215021244,-19.26487805609996,-0.09144243774861427
0.05268456,3.519e-05,z_gal,58250.209494907984,0.0011011107058936,-1.1053322479019063,0.0321501847872449,0.2830637624283554,5.33726283142112e-05,0.2226734085295108,0.0419452251118121,5.10266732071397e-06,-0.0320040680760257,-0.0034968340239965,-5.01430395598609e-06,-1.947013123920028e-06,0.0020276105614665,0.1010463250658657,3.1,0.0,0.9187359851124324,231.855046,-0.447588,snia-cosmo,norm,1.0,1.0,2018bhb,100.0,231.8532753920157,-0.4440689948705491,10.689,0.1096585609973065,1.22669653,0.018439088915,1.4535048728675977,8.469,0.167,1.60169653,0.584657164499,0.0535165025340955,17.895422536944622,0.052668675420882494,238.52342122981398,36.88765514982528,-18.992232612880656,0.1004288056734089
0.05996062,1.368e-05,z_gal,58356.6317979833,0.001363854754737,-0.7052985063925222,-0.0913514148689559,0.1587136218586238,6.262859754200113e-05,0.2261478897227334,0.0378917845506045,-3.836225480601513e-06,0.0167238333545901,0.0015794078337201,-8.77677744852111e-06,-2.080792384230804e-06,0.0038941781628728,0.0605431164944782,3.1,0.0,0.0008325958593238,254.6168,11.476625,snia-cosmo,norm,1.0,1.0,2018fgq,100.0,254.617771496266,11.477223440089857,10.57,0.1299576854210631,1.13869653,0.018439088915,0.7264763008999847,9.032,0.024,1.21769653,0.024207436874,0.0601620566986493,17.663079694754146,0.049892403421957,269.4164901555562,37.15212087015662,-19.489041175402477,-0.030474269862537526
0.05672085,1.008e-05,z_gal,58362.28279927354,0.0013195967496382,-0.2463605849356152,-0.0461029315643063,0.159170960974734,4.568268772573683e-05,0.1637351510896987,0.033066309411511,-1.417243406480137e-06,0.000125616468775,0.0009560530687723,-2.04544342158701e-06,-1.2510489547068593e-06,0.0007616487636079,0.0451730112875781,3.1,0.0,0.1398545029913879,336.903442,22.89533,snia-cosmo,norm,1.0,1.0,2018fjx,100.0,336.9036103486163,22.895244587964083,10.834,0.1146123902551552,1.05769653,0.018439088915,0.0627313872713774,10.123,0.022,1.03569653,0.019209372712,0.0559241991460577,17.69889690714216,0.037601772224792995,249.68419237849352,36.98695523918754,-19.288058332045377,0.19865016361798885
0.05939598,2.159e-05,z_gal,58359.67527809754,0.0006053589005806,-2.87187552911654,0.0145912138156844,0.1507043396559311,2.4085639409518684e-05,0.1876584379338941,0.0378686997724524,-8.747693057410787e-07,0.0069536165328279,0.0010142658153349,-1.5589529132182893e-06,-7.517885976816313e-07,0.0014001639440032,0.0383368363263846,3.1,0.0,0.0208932482381717,328.50002,8.114715,snia-cosmo,norm,1.0,1.0,2018fmr,100.0,328.5000836872792,8.115027303304824,10.094,0.1562049935181331,1.26469653,0.019104973175,0.2468107936787699,9.995,0.118,1.29069653,0.029732137495,0.0583935372458932,18.54496766945356,0.043221406258718176,261.16831094242417,37.08460240172608,-18.53963473227252,0.12731856634042035
0.05970874,1.597e-05,z_gal,58360.173727790505,0.0015454646105784,-0.060962917699487,-0.0722914527873967,0.0847719951234466,4.869116423808528e-05,0.1051003510533133,0.0276875950479814,-3.140218347241401e-07,-0.000506476237185,5.9262431383407344e-05,-1.165876392684616e-06,-1.1651609405761705e-06,0.0003422047124682,0.0348087735158946,3.1,0.0,0.0050052241170256,351.235861,9.431287,snia-cosmo,norm,1.0,1.0,2018fuu,100.0,351.2357997316559,9.4312870316442,10.128,0.1358823020117042,1.26469653,0.018439088915,0.0554002290885453,9.871,0.072,1.26669653,0.018439088915,0.0588302711942794,17.52735233836919,0.03421835852131494,263.2033797429885,37.10145730834003,-19.57410496997084,-0.07271822364970393
0.0531401,0.00015044,z_gal,58337.55401278768,0.0016450596356743,-1.5440154877943868,-0.1148353649240155,0.1142005182373395,5.139613354290568e-05,0.0742588651269582,0.0286028656137872,-7.699198095401134e-08,-0.0024992636805704,-0.00036166204232,-3.518157358006573e-07,-1.2471874590265772e-06,-2.426653369272895e-05,0.0158321126675016,3.1,0.0,0.5405890868017542,6.465923,-20.680701,snia-cosmo,norm,1.0,1.0,2018enk,100.0,6.46484973,-20.67739794,10.711,0.1096585609973065,1.36869653,0.018439088915,1.6407316031800134,8.569,0.141,1.36369653,0.101316336294,0.0516246954900976,17.459545884140912,0.03393239300277351,229.77949943415746,36.80655639504728,-19.34701051090637,-0.0017174239940382224
0.0386434,1.414e-05,z_gal,58365.6068123888,0.0020354314071179,-2.388343626283544,-0.0086010647085635,0.0832103641769208,6.378157080434428e-05,0.0952704271139148,0.0290505008937339,-1.2049265690206538e-07,-0.00162193805375,4.26867720183858e-05,1.927012017181938e-09,-1.595731603280766e-06,-0.0001735364660136,0.0848117520173797,3.1,0.0,0.9216141341049636,41.497228,42.541526,snia-cosmo,norm,1.0,1.0,2018fyg,100.0,41.4989139757884,42.5423023186137,10.767,0.1546738504078824,1.35169653,0.017691806013,0.4403024225203436,9.421,0.045,1.32569653,0.021633307653,0.0393240929757825,17.228358821288257,0.03403339448578535,173.4761163431479,36.19619845458618,-18.967839633297924,-0.05429439692767456
0.0462104,1.055e-05,z_gal,58384.15270235831,0.0014787773452751,-2.146408309779874,-0.0748828644078706,0.1195339768055419,4.8484674965740856e-05,0.1906395537186013,0.0321034880103158,-4.433283384660896e-08,0.014179182508479,0.0004397457467986,-1.6481594870475345e-06,-1.2739052717057836e-06,0.0008833627958932,0.0268862323786995,3.1,0.0,0.0761090441907984,19.015312,-0.117408,snia-cosmo,norm,1.0,1.0,2018gjr,100.0,19.01380355779656,-0.1146608995091889,10.711,0.1012719112093773,1.21169653,0.018439088915,0.9351100110595438,8.704,0.043,1.10169653,0.085726308681,0.0457284736919976,17.575243028492828,0.03561079856852167,202.67150709246158,36.533963484897995,-18.958720456405167,0.15824260662860218
0.04416009,1.548e-05,z_gal,58385.70523488183,0.0024117708157912,-1.9121494353313608,-0.1212046928638653,0.1772958167530305,8.924729684402439e-05,0.2770373946424904,0.0402705264559957,-1.188551139045895e-06,0.0381848460532383,0.0019480405089975,-7.451588539684834e-06,-2.5749498271641183e-06,0.0027567472198378,0.0263399723412662,3.1,0.0,0.6952137612474092,14.26091,-0.873887,snia-cosmo,norm,1.0,1.0,2018ggt,100.0,14.258584635408868,-0.8751781762930194,11.198,0.1030776406404415,1.35269653,0.019849433241,0.9336827432300664,9.331,0.027,1.32569653,0.021260291625,0.0435956151381418,17.044159911070878,0.040195895491661915,192.9196645786264,36.426882490804005,-19.382722579733127,-0.043209967486575435
